Date,Number_of_Vehicles,Vehicle_Speed,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Chainage(km),Accident_Severity,No_of_accidents
01-05-2017,2,90,1,1,1,32,3,1
01-05-2017,2,60,1,1,1,49,3,1
01-05-2017,2,60,4,1,1,36,3,1
01-05-2017,2,70,1,1,2,3,3,1
01-05-2017,2,20,1,1,1,2,3,1
01-05-2017,2,90,1,1,1,20,2,2
01-05-2017,2,90,1,9,-1,48,2,1
01-05-2017,3,90,1,1,1,21,3,1
01-05-2017,3,40,4,1,1,30,2,1
01-05-2017,3,90,1,1,1,18,3,1
01-05-2017,3,90,1,2,2,45,3,1
01-05-2017,3,50,1,1,1,37,3,2
01-05-2017,3,70,1,1,2,8,3,1
01-05-2017,3,20,1,1,1,42,3,1
01-05-2017,3,90,1,1,1,22,3,1
01-05-2017,3,90,1,2,2,22,3,1
01-05-2017,3,90,1,4,1,33,3,1
01-05-2017,3,90,4,1,1,40,3,1
01-05-2017,3,40,1,1,1,14,3,2
01-05-2017,3,40,6,1,1,11,3,1
01-05-2017,3,40,7,1,1,42,3,1
01-05-2017,3,50,1,1,1,4,3,2
01-05-2017,3,60,1,1,1,30,3,4
01-05-2017,3,90,7,2,2,14,3,1
01-05-2017,4,60,1,1,1,19,3,1
01-05-2017,4,90,4,1,2,24,3,1
01-05-2017,4,60,1,1,1,36,3,1
01-05-2017,4,70,6,1,1,20,3,1
01-05-2017,4,60,1,1,1,42,3,1
01-05-2017,5,90,4,1,1,35,3,1
01-05-2017,5,40,1,1,1,34,3,1
01-05-2017,6,50,1,1,1,9,3,1
01-06-2017,1,90,1,1,1,33,3,4
01-06-2017,1,60,1,1,1,5,3,1
01-06-2017,1,20,1,1,1,13,3,1
01-06-2017,1,90,1,1,1,16,2,2
01-06-2017,1,90,4,1,1,20,3,1
01-06-2017,1,90,4,1,2,20,3,1
01-06-2017,1,20,4,1,1,4,3,1
01-06-2017,1,90,1,1,1,40,2,1
01-06-2017,1,50,4,1,1,33,3,1
01-06-2017,1,60,1,1,1,24,3,1
01-06-2017,1,60,1,2,2,5,3,1
01-06-2017,1,60,6,1,1,31,3,1
01-06-2017,1,70,1,1,1,26,3,2
01-06-2017,1,20,1,1,1,22,3,7
01-06-2017,1,20,1,9,1,19,3,1
01-06-2017,1,90,1,1,1,28,3,48
01-06-2017,1,90,1,9,1,45,3,1
01-06-2017,1,90,4,1,1,6,3,3
01-06-2017,1,90,7,1,1,8,3,1
01-06-2017,1,40,1,1,1,42,3,3
01-06-2017,1,50,1,1,1,34,3,1
01-06-2017,1,50,6,1,1,44,3,1
01-06-2017,1,60,1,1,1,31,3,11
01-06-2017,1,60,1,2,2,18,3,2
01-06-2017,1,60,6,1,1,31,3,1
01-06-2017,1,90,1,9,-1,19,3,1
01-06-2017,2,20,1,1,1,43,3,3
01-06-2017,2,90,1,1,1,4,3,13
01-06-2017,2,90,4,1,1,29,3,1
01-06-2017,2,40,1,1,1,17,1,7
01-06-2017,2,50,1,1,1,41,3,3
01-06-2017,2,60,1,1,1,12,2,3
01-06-2017,2,70,1,1,1,36,3,1
01-06-2017,2,20,1,1,1,33,3,1
01-06-2017,2,90,1,1,1,26,3,4
01-06-2017,2,90,7,1,1,21,3,1
01-06-2017,2,20,1,1,1,43,2,1
01-06-2017,2,90,1,1,1,2,3,11
01-06-2017,2,90,1,2,2,11,3,1
01-06-2017,2,90,4,1,1,27,2,1
01-06-2017,2,40,1,1,1,2,3,8
01-06-2017,2,40,1,4,1,5,3,1
01-06-2017,2,50,4,1,1,38,3,1
01-06-2017,2,60,1,1,1,42,3,1
01-06-2017,2,70,1,1,1,15,3,10
01-06-2017,2,20,1,1,1,8,3,7
01-06-2017,2,20,1,9,-1,40,3,2
01-06-2017,2,20,4,1,1,16,3,2
01-06-2017,2,90,1,1,1,4,3,93
01-06-2017,2,90,1,1,2,14,3,1
01-06-2017,2,90,1,8,1,46,3,1
01-06-2017,2,90,1,9,-1,42,3,1
01-06-2017,2,90,1,9,1,1,2,4
01-06-2017,2,90,4,1,1,49,3,3
01-06-2017,2,90,5,1,1,48,3,1
01-06-2017,2,90,7,1,1,32,3,2
01-06-2017,2,90,7,9,1,38,3,1
01-06-2017,2,40,1,1,1,5,3,8
01-06-2017,2,50,1,1,1,47,3,8
01-06-2017,2,50,6,1,1,33,3,1
01-06-2017,2,60,1,1,1,12,3,20
01-06-2017,2,60,6,1,1,13,3,2
01-06-2017,2,60,6,2,2,19,3,1
01-06-2017,2,90,1,1,1,20,3,1
01-06-2017,2,70,1,8,1,26,3,1
01-06-2017,2,90,1,1,1,45,3,1
01-06-2017,2,90,1,9,-1,35,3,1
01-06-2017,2,90,1,9,1,7,3,1
01-06-2017,2,60,1,1,1,50,3,1
01-06-2017,3,70,1,1,1,39,3,1
01-06-2017,3,90,1,1,1,30,2,2
01-06-2017,3,90,1,1,1,5,3,1
01-06-2017,3,40,1,1,1,27,3,1
01-06-2017,3,70,1,1,1,21,3,4
01-06-2017,3,20,1,1,1,21,3,1
01-06-2017,3,90,1,1,1,27,3,10
01-06-2017,3,90,4,1,1,42,3,4
01-06-2017,3,40,1,1,1,4,3,2
01-06-2017,3,50,1,1,1,42,3,4
01-06-2017,3,60,1,1,1,39,2,3
01-06-2017,3,60,1,2,2,35,3,1
01-06-2017,4,90,1,1,1,6,2,1
01-06-2017,4,90,1,1,1,36,3,3
01-06-2017,4,40,1,1,1,24,3,1
01-06-2017,4,50,1,1,1,15,3,1
01-06-2017,5,90,1,1,1,32,3,1
01-06-2017,5,90,4,1,1,40,3,1
01-06-2017,6,40,1,1,1,46,3,1
01-07-2017,1,90,4,2,2,1,2,1
01-07-2017,1,90,1,1,1,49,3,3
01-07-2017,1,90,4,2,2,34,3,1
01-07-2017,1,90,1,1,1,19,3,3
01-07-2017,1,90,1,2,2,29,3,1
01-07-2017,1,90,4,1,1,15,2,1
01-07-2017,1,90,4,2,2,43,3,1
01-07-2017,1,50,4,1,2,50,3,1
01-07-2017,1,70,1,1,1,13,3,4
01-07-2017,1,70,4,1,1,46,2,1
01-07-2017,1,70,6,1,2,27,3,1
01-07-2017,1,20,1,1,1,42,3,2
01-07-2017,1,20,4,1,1,6,3,1
01-07-2017,1,20,6,2,2,28,3,1
01-07-2017,1,90,1,1,1,32,2,37
01-07-2017,1,90,1,1,2,2,3,2
01-07-2017,1,90,1,2,2,9,3,2
01-07-2017,1,90,1,9,-1,12,3,1
01-07-2017,1,90,4,1,1,14,3,13
01-07-2017,1,90,4,1,2,34,3,2
01-07-2017,1,90,6,1,1,21,3,1
01-07-2017,1,90,7,1,1,49,3,2
01-07-2017,1,40,1,1,1,48,3,1
01-07-2017,1,40,1,1,2,24,3,1
01-07-2017,1,40,1,9,1,28,2,1
01-07-2017,1,50,1,9,2,2,3,1
01-07-2017,1,50,4,1,1,47,3,1
01-07-2017,1,50,6,1,2,34,2,1
01-07-2017,1,50,6,7,2,38,3,1
01-07-2017,1,60,1,1,1,40,3,6
01-07-2017,1,60,4,1,1,37,3,1
01-07-2017,1,60,6,1,1,43,2,5
01-07-2017,1,60,6,2,2,44,2,1
01-07-2017,1,20,1,1,1,3,3,1
01-07-2017,1,60,1,2,2,35,3,1
01-07-2017,2,90,1,1,1,19,3,4
01-07-2017,2,90,1,2,2,32,3,1
01-07-2017,2,90,4,2,2,32,3,1
01-07-2017,2,40,1,1,1,3,3,2
01-07-2017,2,40,1,9,1,30,3,1
01-07-2017,2,50,1,1,1,26,3,1
01-07-2017,2,60,1,1,1,42,3,1
01-07-2017,2,60,4,1,1,42,3,1
01-07-2017,2,20,4,1,1,19,2,1
01-07-2017,2,90,1,1,1,39,3,3
01-07-2017,2,90,1,9,1,48,2,1
01-07-2017,2,90,4,1,1,38,3,1
01-07-2017,2,90,1,1,1,23,3,10
01-07-2017,2,90,1,9,1,35,3,2
01-07-2017,2,90,4,1,1,50,3,1
01-07-2017,2,40,1,1,1,6,3,2
01-07-2017,2,40,4,2,2,45,3,2
01-07-2017,2,50,1,1,1,10,2,1
01-07-2017,2,50,4,1,1,15,3,1
01-07-2017,2,60,1,1,1,13,3,1
01-07-2017,2,70,1,1,1,36,3,4
01-07-2017,2,70,4,1,1,18,3,1
01-07-2017,2,70,6,1,1,40,3,3
01-07-2017,2,20,1,1,-1,19,2,1
01-07-2017,2,20,1,1,1,31,3,9
01-07-2017,2,20,4,1,1,39,3,2
01-07-2017,2,90,1,1,1,39,3,69
01-07-2017,2,90,1,1,2,16,3,1
01-07-2017,2,90,1,2,2,5,3,2
01-07-2017,2,90,1,8,1,4,3,3
01-07-2017,2,90,1,9,-1,36,3,2
01-07-2017,2,90,1,9,1,15,2,3
01-07-2017,2,90,4,1,1,6,3,9
01-07-2017,2,90,4,2,2,16,3,4
01-07-2017,2,90,4,8,1,16,2,1
01-07-2017,2,90,6,1,1,45,3,1
01-07-2017,2,90,7,1,1,41,2,8
01-07-2017,2,40,1,1,1,27,3,6
01-07-2017,2,40,1,2,2,18,3,1
01-07-2017,2,40,1,8,1,26,3,1
01-07-2017,2,50,1,1,1,25,3,12
01-07-2017,2,60,1,1,1,40,3,20
01-07-2017,2,60,1,1,2,28,3,3
01-07-2017,2,60,1,4,1,26,2,1
01-07-2017,2,60,6,1,1,28,3,1
01-07-2017,2,90,1,1,1,44,2,2
01-07-2017,2,60,1,1,1,49,3,1
01-07-2017,3,90,1,1,1,31,2,1
01-07-2017,3,40,1,1,1,33,3,1
01-07-2017,3,50,1,1,1,27,3,1
01-07-2017,3,70,1,1,1,16,3,5
01-07-2017,3,70,6,1,1,39,3,2
01-07-2017,3,20,1,1,1,1,3,2
01-07-2017,3,90,1,1,1,26,3,14
01-07-2017,3,90,4,1,1,31,3,2
01-07-2017,3,40,1,1,1,42,3,1
01-07-2017,3,50,1,1,1,32,2,2
01-07-2017,3,60,1,1,1,20,3,1
01-07-2017,3,60,1,1,1,14,2,1
01-07-2017,4,70,1,9,-1,37,3,1
01-07-2017,4,90,1,1,1,25,3,1
01-07-2017,4,60,1,1,1,40,3,1
01-07-2017,5,70,6,1,2,27,3,1
01-07-2017,6,70,1,1,1,10,3,1
01-08-2017,1,60,4,1,1,4,3,1
01-08-2017,1,20,1,1,1,12,3,2
01-08-2017,1,90,1,1,1,48,3,3
01-08-2017,1,40,1,1,1,24,3,2
01-08-2017,1,40,4,1,1,27,3,1
01-08-2017,1,40,4,2,2,36,3,1
01-08-2017,1,50,1,1,1,15,1,1
01-08-2017,1,70,1,1,1,39,3,1
01-08-2017,1,70,4,1,1,10,3,1
01-08-2017,1,20,1,1,1,18,3,5
01-08-2017,1,20,1,2,2,23,3,1
01-08-2017,1,90,1,1,1,50,3,41
01-08-2017,1,90,1,2,2,36,3,2
01-08-2017,1,90,1,8,2,29,3,1
01-08-2017,1,90,4,1,1,43,3,3
01-08-2017,1,90,7,1,1,46,3,1
01-08-2017,1,40,1,1,2,22,3,1
01-08-2017,1,40,6,1,1,18,3,1
01-08-2017,1,50,1,1,1,28,3,1
01-08-2017,1,50,1,1,2,10,3,1
01-08-2017,1,50,6,1,1,43,3,1
01-08-2017,1,60,1,1,1,16,3,7
01-08-2017,1,60,1,1,2,25,2,1
01-08-2017,1,60,1,2,2,1,3,1
01-08-2017,1,60,6,1,1,23,3,2
01-08-2017,1,50,4,2,2,1,3,1
01-08-2017,1,20,1,1,-1,29,3,1
01-08-2017,1,90,1,1,1,40,3,1
01-08-2017,1,90,1,9,-1,32,3,1
01-08-2017,2,20,1,1,1,1,3,1
01-08-2017,2,90,1,1,1,25,3,13
01-08-2017,2,90,1,2,2,41,3,1
01-08-2017,2,90,1,8,2,36,3,1
01-08-2017,2,90,4,1,1,41,3,1
01-08-2017,2,40,1,1,1,42,3,1
01-08-2017,2,50,1,1,1,17,3,2
01-08-2017,2,50,4,1,1,6,3,1
01-08-2017,2,50,7,1,1,17,2,1
01-08-2017,2,60,1,1,1,35,3,4
01-08-2017,2,90,1,1,1,26,2,3
01-08-2017,2,20,1,1,1,33,3,1
01-08-2017,2,90,1,1,1,18,3,8
01-08-2017,2,90,4,1,1,14,3,2
01-08-2017,2,90,4,5,2,17,3,1
01-08-2017,2,40,1,1,1,26,3,5
01-08-2017,2,40,1,9,1,31,3,1
01-08-2017,2,40,4,1,1,22,3,1
01-08-2017,2,40,4,1,2,14,3,1
01-08-2017,2,50,4,1,1,26,3,1
01-08-2017,2,50,4,4,-1,47,3,1
01-08-2017,2,60,1,1,1,21,3,1
01-08-2017,2,70,1,1,1,39,3,7
01-08-2017,2,20,1,1,1,35,3,7
01-08-2017,2,90,1,1,1,18,3,89
01-08-2017,2,90,1,1,2,36,3,4
01-08-2017,2,90,1,2,2,26,3,3
01-08-2017,2,90,1,4,2,22,3,1
01-08-2017,2,90,1,8,1,26,3,1
01-08-2017,2,90,1,9,-1,4,3,1
01-08-2017,2,90,4,1,1,11,3,7
01-08-2017,2,90,5,1,1,40,3,1
01-08-2017,2,90,7,1,1,13,3,2
01-08-2017,2,40,1,1,1,12,3,6
01-08-2017,2,40,1,1,2,27,3,1
01-08-2017,2,40,1,2,2,37,3,1
01-08-2017,2,40,4,1,1,32,3,2
01-08-2017,2,40,7,1,1,11,3,1
01-08-2017,2,50,1,1,1,49,3,4
01-08-2017,2,60,1,1,1,7,3,21
01-08-2017,2,60,1,1,2,33,3,1
01-08-2017,2,60,1,2,2,43,3,1
01-08-2017,2,60,6,1,1,7,3,1
01-08-2017,2,90,1,1,1,9,3,1
01-08-2017,2,60,1,1,1,11,3,1
01-08-2017,2,90,1,1,1,3,3,1
01-08-2017,2,90,1,9,-1,33,3,3
01-08-2017,3,40,1,1,1,17,3,1
01-08-2017,3,40,4,1,1,13,3,2
01-08-2017,3,50,1,1,1,36,2,1
01-08-2017,3,50,1,1,2,6,3,1
01-08-2017,3,70,1,1,1,30,3,2
01-08-2017,3,70,1,2,2,39,3,1
01-08-2017,3,20,1,1,1,4,3,2
01-08-2017,3,90,1,1,1,28,3,11
01-08-2017,3,90,1,1,2,9,3,3
01-08-2017,3,90,5,1,1,2,3,1
01-08-2017,3,90,7,1,1,39,3,1
01-08-2017,3,40,1,1,1,9,3,2
01-08-2017,3,40,1,2,2,17,3,1
01-08-2017,3,60,1,1,1,26,3,2
01-08-2017,3,60,6,1,1,44,2,1
01-08-2017,4,50,1,1,1,3,2,1
01-08-2017,4,70,1,1,1,41,3,1
01-08-2017,4,90,1,1,1,28,3,3
01-08-2017,4,90,1,8,2,41,3,1
01-08-2017,4,60,7,2,2,22,3,1
01-08-2017,5,60,1,1,1,23,3,1
01-08-2017,9,50,1,1,2,50,3,1
01-09-2017,1,90,1,1,1,41,3,2
01-09-2017,1,40,1,1,1,39,3,1
01-09-2017,1,20,1,1,1,10,2,1
01-09-2017,1,90,1,1,1,49,3,5
01-09-2017,1,90,5,1,-1,45,3,1
01-09-2017,1,90,1,1,1,19,3,2
01-09-2017,1,90,4,1,1,23,3,1
01-09-2017,1,90,7,1,1,31,3,1
01-09-2017,1,40,1,1,1,39,3,1
01-09-2017,1,50,1,1,1,6,3,2
01-09-2017,1,70,1,1,1,44,3,2
01-09-2017,1,70,4,1,2,27,3,1
01-09-2017,1,70,6,1,1,49,3,1
01-09-2017,1,70,7,1,1,18,2,1
01-09-2017,1,20,1,1,1,2,2,4
01-09-2017,1,20,1,1,2,46,3,1
01-09-2017,1,20,4,1,1,37,3,3
01-09-2017,1,90,1,1,1,33,3,35
01-09-2017,1,90,1,9,1,32,3,1
01-09-2017,1,90,4,1,1,25,3,6
01-09-2017,1,90,4,2,2,17,1,1
01-09-2017,1,90,5,1,1,36,3,1
01-09-2017,1,90,6,1,1,9,3,1
01-09-2017,1,90,7,1,1,42,3,1
01-09-2017,1,40,1,1,1,46,3,2
01-09-2017,1,40,1,2,2,21,3,1
01-09-2017,1,40,4,1,1,25,3,1
01-09-2017,1,40,6,1,1,29,3,1
01-09-2017,1,40,7,1,1,26,3,1
01-09-2017,1,50,1,1,1,5,3,2
01-09-2017,1,60,1,1,1,28,3,6
01-09-2017,1,60,6,1,1,40,3,1
01-09-2017,1,60,6,1,2,31,3,2
01-09-2017,1,60,6,7,2,43,3,1
01-09-2017,1,40,4,1,1,2,3,1
01-09-2017,1,90,1,9,-1,17,3,2
01-09-2017,1,90,6,1,1,20,3,1
01-09-2017,2,90,1,1,1,28,3,9
01-09-2017,2,90,1,1,2,5,3,1
01-09-2017,2,40,1,1,1,37,3,3
01-09-2017,2,50,1,1,1,43,3,3
01-09-2017,2,60,1,1,1,16,3,3
01-09-2017,2,70,1,1,1,8,3,2
01-09-2017,2,90,1,1,-1,17,3,1
01-09-2017,2,20,1,1,1,26,3,3
01-09-2017,2,90,1,1,1,42,2,12
01-09-2017,2,90,1,2,2,6,3,1
01-09-2017,2,90,1,9,1,20,3,1
01-09-2017,2,90,4,1,1,47,3,2
01-09-2017,2,40,1,1,1,5,3,4
01-09-2017,2,40,4,1,1,42,3,1
01-09-2017,2,40,4,1,2,40,3,1
01-09-2017,2,40,5,1,1,30,3,1
01-09-2017,2,50,1,1,1,24,3,5
01-09-2017,2,50,4,1,1,19,3,1
01-09-2017,2,50,7,1,1,18,3,1
01-09-2017,2,60,5,1,1,6,3,1
01-09-2017,2,70,1,1,1,26,3,13
01-09-2017,2,70,4,1,1,8,2,1
01-09-2017,2,70,6,1,1,3,3,1
01-09-2017,2,20,1,1,1,49,3,8
01-09-2017,2,20,1,2,2,40,3,1
01-09-2017,2,20,4,1,1,3,3,1
01-09-2017,2,90,1,1,1,30,3,89
01-09-2017,2,90,1,9,1,44,2,3
01-09-2017,2,90,4,1,1,28,3,16
01-09-2017,2,90,4,8,1,46,3,1
01-09-2017,2,90,6,1,1,5,3,1
01-09-2017,2,90,7,1,1,16,3,2
01-09-2017,2,40,1,1,1,4,3,10
01-09-2017,2,40,4,1,-1,21,2,1
01-09-2017,2,40,6,1,1,33,3,1
01-09-2017,2,50,1,1,1,2,2,6
01-09-2017,2,60,1,1,1,44,2,19
01-09-2017,2,60,1,2,2,36,3,1
01-09-2017,2,60,1,9,1,12,3,1
01-09-2017,2,60,4,1,1,11,3,1
01-09-2017,2,60,6,1,1,6,3,1
01-09-2017,2,60,7,1,1,32,3,1
01-09-2017,2,90,1,1,1,45,3,1
01-09-2017,2,50,4,1,1,14,3,1
01-09-2017,2,60,1,1,1,31,3,1
01-09-2017,2,70,1,1,1,47,3,1
01-09-2017,2,20,1,1,-1,10,3,1
01-09-2017,2,20,4,1,1,45,3,1
01-09-2017,2,90,1,1,1,27,3,1
01-09-2017,2,90,1,9,-1,8,3,1
01-09-2017,3,90,1,1,1,1,3,1
01-09-2017,3,50,1,1,1,40,2,1
01-09-2017,3,20,1,1,1,43,3,1
01-09-2017,3,90,1,1,1,18,3,1
01-09-2017,3,40,4,1,1,26,3,1
01-09-2017,3,70,1,1,1,30,3,7
01-09-2017,3,20,1,1,1,47,3,1
01-09-2017,3,20,4,1,1,26,3,1
01-09-2017,3,90,1,1,1,47,3,9
01-09-2017,3,90,1,2,2,25,3,1
01-09-2017,3,90,4,1,1,40,3,2
01-09-2017,3,40,1,1,1,12,3,3
01-09-2017,3,40,4,1,1,4,3,1
01-09-2017,3,50,1,1,1,14,2,1
01-09-2017,3,60,1,1,1,1,3,6
01-09-2017,3,60,4,1,1,23,2,1
01-09-2017,3,90,1,1,1,49,3,1
01-09-2017,4,90,1,1,1,25,3,2
01-09-2017,4,50,1,1,1,14,3,1
01-09-2017,4,70,1,1,1,48,3,2
01-09-2017,4,90,1,1,1,46,3,3
01-09-2017,4,90,4,1,1,31,3,1
01-09-2017,4,40,1,1,1,25,3,1
01-09-2017,4,40,4,1,1,37,2,1
01-09-2017,4,60,1,2,2,38,2,1
01-09-2017,6,70,1,1,1,15,2,1
01-09-2017,6,90,4,1,1,43,3,1
01-09-2017,9,70,1,7,1,38,3,1
01-10-2017,1,90,4,1,1,40,3,1
01-10-2017,1,90,4,2,2,21,3,1
01-10-2017,1,40,1,1,2,50,3,1
01-10-2017,1,40,4,2,2,8,3,1
01-10-2017,1,70,1,2,2,4,3,1
01-10-2017,1,20,4,1,1,28,3,1
01-10-2017,1,90,1,1,1,34,3,1
01-10-2017,1,90,4,2,2,2,3,1
01-10-2017,1,90,4,1,1,10,3,1
01-10-2017,1,90,4,2,2,7,3,1
01-10-2017,1,40,1,1,2,26,2,2
01-10-2017,1,40,1,2,2,23,2,1
01-10-2017,1,50,1,2,2,1,2,1
01-10-2017,1,70,1,1,1,24,3,2
01-10-2017,1,70,1,1,2,2,3,1
01-10-2017,1,70,1,2,2,18,3,1
01-10-2017,1,70,6,2,2,34,3,1
01-10-2017,1,20,1,2,2,45,3,1
01-10-2017,1,20,1,8,2,10,3,1
01-10-2017,1,20,7,1,2,10,3,1
01-10-2017,1,90,1,1,1,39,3,10
01-10-2017,1,90,1,1,2,9,2,8
01-10-2017,1,90,1,2,2,50,3,3
01-10-2017,1,90,4,1,1,45,3,6
01-10-2017,1,90,4,1,2,35,3,3
01-10-2017,1,90,4,2,2,9,3,6
01-10-2017,1,90,6,2,2,14,2,1
01-10-2017,1,90,6,7,2,1,3,1
01-10-2017,1,90,7,1,1,8,3,3
01-10-2017,1,40,1,1,1,32,3,1
01-10-2017,1,40,4,1,1,39,3,1
01-10-2017,1,40,6,1,1,13,3,1
01-10-2017,1,40,6,1,2,22,3,1
01-10-2017,1,40,6,5,2,21,3,1
01-10-2017,1,50,6,7,2,32,3,1
01-10-2017,1,60,1,1,2,19,3,1
01-10-2017,1,60,1,2,2,34,3,3
01-10-2017,1,60,1,5,2,4,2,4
01-10-2017,1,60,1,7,2,40,3,2
01-10-2017,1,60,1,8,2,41,3,1
01-10-2017,1,60,4,9,1,11,3,1
01-10-2017,1,60,6,1,1,34,3,1
01-10-2017,1,60,6,1,2,11,3,3
01-10-2017,1,60,6,2,2,5,3,2
01-10-2017,1,60,6,5,2,21,3,1
01-10-2017,1,60,1,1,1,35,3,1
01-10-2017,1,90,6,1,1,12,3,1
01-10-2017,2,90,1,1,1,40,3,3
01-10-2017,2,90,1,1,2,23,3,1
01-10-2017,2,90,1,2,2,28,3,1
01-10-2017,2,90,1,9,1,14,3,1
01-10-2017,2,90,4,1,1,10,3,2
01-10-2017,2,90,4,2,2,34,2,1
01-10-2017,2,40,1,1,1,17,3,2
01-10-2017,2,50,1,1,1,44,3,1
01-10-2017,2,50,1,8,2,6,3,1
01-10-2017,2,50,4,1,1,19,3,1
01-10-2017,2,90,4,2,2,42,3,1
01-10-2017,2,20,4,1,1,13,3,1
01-10-2017,2,90,1,1,1,42,3,5
01-10-2017,2,90,1,2,2,34,3,1
01-10-2017,2,90,4,1,1,24,3,1
01-10-2017,2,90,4,2,2,20,3,1
01-10-2017,2,90,4,8,1,16,3,1
01-10-2017,2,40,1,1,1,43,2,2
01-10-2017,2,40,1,2,2,19,2,1
01-10-2017,2,40,4,1,1,34,3,1
01-10-2017,2,50,1,1,2,16,3,1
01-10-2017,2,70,1,1,1,29,3,4
01-10-2017,2,70,1,1,2,24,3,2
01-10-2017,2,70,1,2,2,23,3,2
01-10-2017,2,70,6,2,2,23,3,1
01-10-2017,2,20,1,1,1,3,3,5
01-10-2017,2,20,4,1,1,30,3,4
01-10-2017,2,20,4,8,1,22,3,1
01-10-2017,2,20,5,1,2,16,3,1
01-10-2017,2,90,1,1,1,15,3,18
01-10-2017,2,90,1,1,2,2,2,13
01-10-2017,2,90,1,2,2,7,3,7
01-10-2017,2,90,1,8,1,25,3,1
01-10-2017,2,90,4,1,1,43,3,17
01-10-2017,2,90,4,1,2,15,3,2
01-10-2017,2,90,4,2,2,15,3,2
01-10-2017,2,90,4,5,2,11,3,1
01-10-2017,2,90,5,1,1,18,3,1
01-10-2017,2,90,5,2,2,27,3,1
01-10-2017,2,90,6,5,2,33,3,1
01-10-2017,2,90,6,9,1,41,3,1
01-10-2017,2,90,7,1,1,13,3,1
01-10-2017,2,40,1,1,1,30,3,4
01-10-2017,2,40,1,1,2,25,3,1
01-10-2017,2,40,1,2,2,45,3,1
01-10-2017,2,40,7,9,2,43,3,1
01-10-2017,2,50,1,1,1,9,3,2
01-10-2017,2,50,1,1,2,31,3,1
01-10-2017,2,50,1,2,2,33,3,1
01-10-2017,2,50,4,1,1,48,2,1
01-10-2017,2,50,4,2,2,35,3,1
01-10-2017,2,60,1,1,1,43,3,4
01-10-2017,2,60,1,1,2,16,3,3
01-10-2017,2,60,1,2,2,11,3,1
01-10-2017,2,60,6,1,2,34,3,1
01-10-2017,2,60,6,2,2,33,3,1
01-10-2017,2,60,7,9,1,38,3,1
01-10-2017,2,90,1,4,1,7,3,1
01-10-2017,2,90,4,2,2,7,3,1
01-10-2017,2,90,1,1,1,34,3,1
01-10-2017,2,90,1,9,-1,44,3,1
01-10-2017,2,90,4,2,2,33,3,1
01-10-2017,2,90,4,9,-1,29,3,1
01-10-2017,3,90,1,1,1,42,3,1
01-10-2017,3,90,1,1,2,26,3,1
01-10-2017,3,40,1,1,1,10,3,1
01-10-2017,3,70,4,1,1,2,3,1
01-10-2017,3,70,6,2,2,15,3,1
01-10-2017,3,90,1,1,1,18,3,3
01-10-2017,3,90,1,1,2,6,3,2
01-10-2017,3,90,1,2,2,27,2,1
01-10-2017,3,90,1,5,2,48,3,1
01-10-2017,3,90,1,8,2,18,3,1
01-10-2017,3,90,4,1,1,22,3,1
01-10-2017,3,90,4,2,2,37,2,1
01-10-2017,3,90,7,1,1,18,3,1
01-10-2017,3,40,1,1,1,5,3,1
01-10-2017,3,50,1,1,2,15,3,1
01-10-2017,4,70,1,1,1,9,3,1
01-10-2017,4,70,1,5,2,22,3,1
01-10-2017,4,70,6,1,1,5,3,1
01-10-2017,4,90,1,2,2,25,3,1
01-11-2017,1,20,1,1,1,23,3,2
01-11-2017,1,90,1,2,2,39,3,1
01-11-2017,1,90,1,9,1,14,3,1
01-11-2017,1,50,1,1,1,1,2,1
01-11-2017,1,50,4,7,1,11,3,1
01-11-2017,1,90,1,1,1,30,2,5
01-11-2017,1,90,4,1,1,27,3,2
01-11-2017,1,90,7,1,1,46,3,1
01-11-2017,1,90,1,1,1,43,3,1
01-11-2017,1,90,4,1,1,9,3,2
01-11-2017,1,90,4,1,2,41,3,2
01-11-2017,1,90,7,1,1,49,3,1
01-11-2017,1,40,1,1,1,9,3,2
01-11-2017,1,40,4,1,-1,30,3,1
01-11-2017,1,70,1,2,2,43,2,1
01-11-2017,1,70,4,1,1,46,3,1
01-11-2017,1,20,1,1,1,1,2,4
01-11-2017,1,20,4,1,1,16,3,5
01-11-2017,1,90,1,1,1,15,3,36
01-11-2017,1,90,1,1,2,41,3,1
01-11-2017,1,90,1,8,1,44,3,1
01-11-2017,1,90,1,9,1,13,3,1
01-11-2017,1,90,4,1,1,45,3,15
01-11-2017,1,90,4,1,2,21,3,2
01-11-2017,1,90,7,1,1,46,3,4
01-11-2017,1,90,7,9,1,37,2,1
01-11-2017,1,40,1,1,1,30,3,3
01-11-2017,1,40,1,1,2,41,3,1
01-11-2017,1,40,6,1,1,11,3,1
01-11-2017,1,50,1,1,1,18,3,1
01-11-2017,1,60,1,1,1,3,3,5
01-11-2017,1,60,1,1,2,48,2,1
01-11-2017,1,60,4,1,1,23,3,1
01-11-2017,1,60,6,1,1,24,3,2
01-11-2017,1,60,6,2,2,26,3,1
01-11-2017,1,90,1,9,-1,42,3,1
01-11-2017,2,20,1,2,2,9,2,1
01-11-2017,2,90,1,1,1,20,3,6
01-11-2017,2,90,1,2,2,1,3,1
01-11-2017,2,90,4,1,1,45,3,7
01-11-2017,2,90,4,7,2,32,3,1
01-11-2017,2,40,1,1,1,43,2,4
01-11-2017,2,40,1,9,1,13,3,1
